-0.443relationship=Husband-0.442marital-status=Married-civ-spouse+0.335marital-status=Never-married+0.289sex-0.24age...,'0.48 native-country=United-States+0.401race=White-0.4race=Asian-Pac-Islander-0.225native-country=Philippines-0.19race=Black...',-0.324workclass=Private+0.286age+0.275marital-status=Divorced-0.258relationship=Own-child+0.253sex...,0.357education-num+0.313marital-status=Never-married+0.299race=Asian-Pac-Islander-0.274relationship=Unmarried+0.252relationship=Own-child...,'-0.51race=Black+0.405race=White-0.351native-country=United-States+0.28 relationship=Not-in-family+0.186native-country=Mexico...',0.482workclass=Private-0.337workclass=Self-emp-not-inc-0.3occupation=Farming-fishing-0.24workclass=Local-gov+0.228relationship=Wife...,-0.465relationship=Wife+0.367relationship=Not-in-family+0.299hours-per-week-0.299sex+0.213marital-status=Divorced...,0.374workclass=Self-emp-not-inc+0.312occupation=Farming-fishing-0.285occupation=Prof-specialty-0.285fnlwgt+0.256race=Asian-Pac-Islander...,0.382occupation=Exec-managerial+0.345workclass=Self-emp-inc+0.282occupation=Sales-0.277workclass=Local-gov-0.24occupation=Protective-serv...,0.434occupation=Adm-clerical-0.413occupation=Prof-specialty+0.337workclass=Federal-gov-0.246marital-status=Widowed-0.22workclass=Self-emp-not-inc...,0.386relationship=Unmarried-0.313relationship=Not-in-family-0.3relationship=Wife+0.256occupation=Sales+0.237marital-status=Separated...,0.396occupation=Priv-house-serv+0.293marital-status=Widowed+0.278native-country=Guatemala+0.267occupation=Exec-managerial-0.245occupation=Prof-specialty...,-0.48race=Other-0.328native-country=Dominican-Republic+0.197relationship=Wife+0.189occupation=Other-service-0.177workclass=Federal-gov...,-0.411occupation=Other-service-0.264race=Other+0.256occupation=Priv-house-serv-0.238occupation=Exec-managerial+0.235workclass=Federal-gov...,'0.354occupation=Sales+0.276occupation=Protective-serv-0.249workclass=Federal-gov-0.238occupation=Other-service+0.23 relationship=Other-relative...',-0.447occupation=Craft-repair+0.416occupation=Machine-op-inspct-0.233occupation=Priv-house-serv-0.225occupation=Sales-0.224native-country=Guatemala...,0.404relationship=Other-relative-0.282occupation=Sales+0.257occupation=Handlers-cleaners-0.249occupation=Transport-moving+0.231occupation=Exec-managerial...,0.337marital-status=Married-spouse-absent-0.257occupation=Tech-support-0.234capital-loss-0.224occupation=Priv-house-serv+0.213occupation=Sales...,0.372capital-loss-0.271capital-gain+0.267native-country=Holand-Netherlands+0.266relationship=Other-relative+0.224workclass=State-gov...,0.467occupation=Transport-moving-0.374occupation=Craft-repair-0.283occupation=Machine-op-inspct+0.276marital-status=Married-spouse-absent+0.224occupation=Handlers-cleaners...,'0.492workclass=State-gov-0.291race=Amer-Indian-Eskimo+0.23 marital-status=Separated-0.226workclass=Local-gov-0.222occupation=Handlers-cleaners...',0.329race=Amer-Indian-Eskimo+0.306capital-loss+0.292native-country=Holand-Netherlands-0.282occupation=Tech-support+0.234occupation=Machine-op-inspct...,'-0.439marital-status=Separated+0.27 workclass=State-gov+0.254native-country=Haiti-0.225capital-loss-0.21fnlwgt...',0.531occupation=Tech-support-0.287occupation=Transport-moving+0.254native-country=Hong+0.247native-country=Germany+0.222race=Amer-Indian-Eskimo...,'0.321occupation=Armed-Forces-0.263marital-status=Widowed+0.241native-country=Haiti+0.23 occupation=Machine-op-inspct-0.216occupation=Adm-clerical...',incomegroup
0.581624,0.960708,0.604281,0.60735,0.486731,0.465303,0.566345,0.461951,0.483977,0.18771,0.50125,0.241235,0.665881,0.509999,0.393939,0.39918,0.377458,0.659969,0.146988,0.550061,0.623738,0.126271,0.570193,0.407714,0.288166,0
0.602226,0.956329,0.694787,0.605669,0.436201,0.499068,0.481327,0.301242,0.368448,0.241591,0.602183,0.30063,0.680509,0.513746,0.413026,0.406959,0.36594,0.685395,0.141674,0.552377,0.597199,0.126953,0.557335,0.400201,0.263042,1
0.674502,0.9492,0.542444,0.570806,0.424841,0.512665,0.574379,0.499441,0.559449,0.41739,0.488997,0.331395,0.600991,0.564475,0.380297,0.411233,0.291261,0.707824,0.194841,0.541162,0.571299,0.129271,0.554187,0.455177,0.332835,0
0.269863,0.808522,0.285933,0.395596,0.353266,0.613335,0.632836,0.421691,0.429105,0.358567,0.574337,0.273874,0.659154,0.489989,0.379367,0.352054,0.400311,0.675872,0.154642,0.527219,0.646282,0.133149,0.592045,0.406671,0.268905,0
0.405535,0.214075,0.927665,0.769217,0.67062,0.69357,0.873955,0.571449,0.588854,0.380561,0.863359,0.314838,0.509472,0.440327,0.42618,0.449833,0.410468,0.646392,0.228688,0.655454,0.750933,0.187472,0.658261,0.363474,0.224406,1
0.723061,0.916045,0.340359,0.585707,0.379285,0.627075,0.480961,0.397051,0.469134,0.271804,0.61976,0.260916,0.639678,0.511554,0.38386,0.410193,0.387613,0.659903,0.142498,0.576329,0.637349,0.131479,0.593796,0.397697,0.288744,0
0.652394,0.722959,0.64739,0.363274,0.24731,0.593201,0.785548,0.344294,0.518249,0.243961,0.56077,0.311762,0.727209,0.4482,0.381726,0.387292,0.394758,0.682348,0.153061,0.545145,0.619087,0.094037,0.599828,0.410588,0.303289,0
0.550069,0.913069,0.519167,0.384628,0.517567,0.624058,0.750027,0.439477,0.502634,0.367058,0.560543,0.333881,0.679495,0.425688,0.39399,0.40621,0.407333,0.660378,0.140241,0.590568,0.613705,0.128309,0.616574,0.415774,0.296232,0
0.785831,0.908254,0.239968,0.523131,0.361175,0.625843,0.465013,0.520352,0.530455,0.297825,0.675994,0.30297,0.640634,0.516249,0.41644,0.376658,0.316758,0.682787,0.164125,0.575447,0.636632,0.126278,0.597174,0.428072,0.292779,0
0.232538,0.823832,0.336213,0.443665,0.385715,0.522264,0.586065,0.5144,0.538636,0.263841,0.527905,0.239583,0.659104,0.513854,0.407105,0.43092,0.416596,0.668955,0.108847,0.605263,0.660079,0.111865,0.605181,0.448522,0.299023,1
0.295763,0.835801,0.39386,0.43888,0.371509,0.696458,0.520574,0.465898,0.492139,0.255809,0.650348,0.305643,0.635048,0.520952,0.412316,0.382435,0.322023,0.693131,0.177258,0.584055,0.639364,0.114494,0.596256,0.443621,0.28515,1
0.718565,0.884496,0.145426,0.521263,0.332283,0.558419,0.558969,0.458366,0.443128,0.358871,0.639222,0.313632,0.629538,0.511821,0.378158,0.435975,0.43248,0.678624,0.134304,0.638396,0.581943,0.136742,0.622961,0.431913,0.257871,0
0.4714,0.853044,0.507016,0.51663,0.38402,0.773462,0.272268,0.375146,0.501198,0.260104,0.481581,0.242861,0.688088,0.47322,0.420083,0.38359,0.417127,0.671713,0.140519,0.567574,0.613957,0.132502,0.56749,0.410639,0.303116,0
0.490556,0.893881,0.533827,0.337993,0.513783,0.487723,0.718819,0.538504,0.460526,0.262238,0.484207,0.245911,0.688696,0.503277,0.42056,0.423775,0.388205,0.657005,0.126301,0.608171,0.641308,0.107396,0.612102,0.43838,0.287514,0
0.596544,0.922794,0.339839,0.597346,0.40319,0.624475,0.61075,0.413366,0.576578,0.356235,0.630803,0.32414,0.653191,0.45944,0.369576,0.420057,0.41154,0.657456,0.134424,0.594756,0.646005,0.135024,0.587841,0.404705,0.278513,0
0.294179,0.779611,0.253286,0.334375,0.330144,0.589246,0.598367,0.421677,0.413401,0.354117,0.575355,0.284589,0.674825,0.50827,0.378975,0.357441,0.399113,0.683856,0.156357,0.514921,0.661189,0.125426,0.581337,0.39735,0.258118,1
0.667263,0.086494,0.933151,0.671063,0.568146,0.620318,0.493801,0.615853,0.259542,0.541917,0.630793,0.240717,0.59553,0.52176,0.435759,0.357947,0.439305,0.779904,0.119249,0.785149,0.673305,0.160743,0.569644,0.383573,0.291877,0
0.623285,0.934255,0.428822,0.581992,0.468435,0.620241,0.651455,0.343535,0.436636,0.233037,0.536946,0.271552,0.649775,0.49568,0.3879,0.410834,0.377986,0.673004,0.149832,0.574033,0.632376,0.130815,0.586992,0.418203,0.28664,0
0.612306,0.900347,0.541212,0.433954,0.408834,0.42933,0.487105,0.594502,0.501704,0.296234,0.636815,0.275692,0.69824,0.435087,0.379694,0.379861,0.39614,0.646483,0.153847,0.55014,0.607406,0.102667,0.598661,0.392146,0.322615,0
0.62838,0.607458,0.788109,0.287757,0.571319,0.437056,0.326675,0.287813,0.500247,0.453161,0.625958,0.250044,0.302354,0.272624,0.496367,0.385295,0.153902,0.599465,0.110982,0.506534,0.555495,0.116492,0.629305,0.263123,0.252636,0
0.643499,0.929647,0.324193,0.6366,0.388055,0.62562,0.541469,0.394271,0.454071,0.26169,0.624955,0.260146,0.621604,0.500584,0.373349,0.411774,0.382639,0.656834,0.144321,0.587144,0.62633,0.135822,0.607392,0.40605,0.294346,0
0.254159,0.791459,0.332855,0.372111,0.362595,0.654266,0.631673,0.406382,0.470406,0.338403,0.574176,0.285704,0.662686,0.483297,0.432191,0.466461,0.349403,0.649651,0.140841,0.532025,0.664782,0.14791,0.62688,0.42559,0.329249,0
0.333887,0.11699,0.481026,0.649308,0.575821,0.748122,0.895988,0.643175,0.428153,0.35924,0.633185,0.2784,0.639037,0.613531,0.512481,0.459762,0.30075,0.718662,0.179064,0.311429,0.573054,0.227672,0.581569,0.388332,0.597284,0
0.268081,0.855815,0.457746,0.534052,0.38805,0.698364,0.534619,0.35532,0.432346,0.240087,0.594952,0.259289,0.626111,0.501909,0.379642,0.41103,0.393852,0.665796,0.154671,0.589119,0.632158,0.125272,0.599955,0.418446,0.289852,1
0.190132,0.803028,0.405352,0.376909,0.357531,0.299454,0.486238,0.670386,0.498473,0.214417,0.487473,0.230408,0.68928,0.537004,0.405642,0.429188,0.389376,0.654376,0.127727,0.585734,0.670373,0.106345,0.571249,0.429807,0.276004,0
0.276184,0.819698,0.413919,0.450419,0.367484,0.659831,0.526635,0.362336,0.421412,0.247125,0.591761,0.270167,0.644577,0.517162,0.385063,0.416648,0.392565,0.672673,0.153856,0.578754,0.645817,0.119894,0.588339,0.408996,0.281693,0
0.27376,0.803073,0.2962,0.394504,0.320224,0.611664,0.63485,0.400605,0.443891,0.346553,0.565397,0.303145,0.658459,0.476538,0.412382,0.40909,0.328329,0.65816,0.152238,0.689888,0.649662,0.102055,0.543423,0.37193,0.312628,0
0.637101,0.967893,0.634136,0.640019,0.435716,0.487938,0.508069,0.310465,0.383256,0.269194,0.601306,0.290686,0.674352,0.495659,0.42035,0.399535,0.371981,0.678322,0.137241,0.557325,0.58905,0.134764,0.560109,0.404771,0.275995,0
0.607879,0.854668,0.354964,0.406044,0.38903,0.460286,0.583592,0.568983,0.526697,0.291124,0.607965,0.217103,0.640498,0.518,0.400046,0.43696,0.427074,0.655413,0.113798,0.609859,0.66063,0.119536,0.596396,0.43973,0.296616,0
0.592641,0.885579,0.695574,0.339759,0.457574,0.692934,0.544314,0.451976,0.414123,0.292086,0.691627,0.228866,0.610882,0.492556,0.388089,0.404371,0.41723,0.645314,0.15047,0.594487,0.594974,0.12392,0.638933,0.405667,0.31251,1
0.790153,0.750512,0.573629,0.438916,0.208974,0.614128,0.667272,0.406434,0.529404,0.342005,0.439654,0.291829,0.685433,0.515379,0.400222,0.3921,0.333556,0.680948,0.148609,0.586972,0.662889,0.13162,0.614133,0.40953,0.24672,0
0.756529,0.912202,0.265166,0.546656,0.368642,0.630907,0.503864,0.471753,0.562055,0.307343,0.678991,0.289178,0.647844,0.530179,0.425506,0.375114,0.331095,0.682312,0.160616,0.570207,0.647322,0.120679,0.57788,0.420778,0.288216,0
0.730624,0.8965,0.166728,0.554748,0.333098,0.579049,0.534045,0.448458,0.440321,0.345471,0.643966,0.311917,0.62457,0.513848,0.371562,0.435232,0.432903,0.679021,0.13702,0.637637,0.581867,0.134682,0.62485,0.432997,0.255723,0
0.676509,0.588024,0.494649,0.168551,0.713662,0.445286,0.379503,0.35076,0.329502,0.103549,0.481183,0.659327,0.499355,0.775859,0.355328,0.273369,0.449382,0.588296,0.080406,0.560458,0.826737,0.193346,0.472166,0.45345,0.361988,0
0.299745,0.829143,0.386479,0.433989,0.365317,0.690534,0.522939,0.444516,0.500963,0.259744,0.652702,0.302432,0.642969,0.53234,0.416032,0.382843,0.328637,0.695298,0.176269,0.577292,0.648987,0.109638,0.584183,0.437433,0.280174,0
0.261437,0.784597,0.33906,0.349734,0.356702,0.655545,0.599169,0.422311,0.450448,0.323695,0.574089,0.295454,0.662735,0.485485,0.425178,0.469842,0.341604,0.653016,0.144251,0.531021,0.664654,0.146622,0.63299,0.426244,0.325623,1
0.807091,0.880321,0.258082,0.496085,0.34499,0.575343,0.434829,0.504906,0.473771,0.303894,0.64128,0.329522,0.679601,0.419026,0.359426,0.402132,0.373634,0.67123,0.15917,0.572693,0.634426,0.121972,0.597414,0.415558,0.307843,0
0.286524,0.844925,0.366748,0.465159,0.381204,0.685976,0.580685,0.455854,0.521503,0.286094,0.647687,0.291658,0.633346,0.510027,0.425116,0.376391,0.331986,0.686193,0.17081,0.588792,0.635041,0.120148,0.591143,0.445052,0.295176,1
0.75047,0.369342,0.159811,0.323447,0.375442,0.205687,0.548809,0.437054,0.60342,0.238198,0.445988,0.232198,0.734468,0.582656,0.4805,0.470954,0.560394,0.686791,0.150694,0.608441,0.651863,0.109771,0.628614,0.455612,0.250019,0
0.236531,0.796525,0.341302,0.353379,0.35444,0.622162,0.602983,0.429367,0.406548,0.330296,0.573136,0.287477,0.66229,0.50161,0.370388,0.359722,0.389599,0.682234,0.159538,0.525533,0.649444,0.128238,0.596208,0.405205,0.258734,0
0.793148,0.49941,0.256955,0.558471,0.328351,0.483823,0.580996,0.234879,0.599706,0.393739,0.763504,0.195708,0.675945,0.654919,0.347509,0.388568,0.274609,0.646577,0.121721,0.714626,0.496051,0.141508,0.707918,0.576375,0.313298,0
0.234859,0.862027,0.457598,0.555154,0.407072,0.699724,0.580552,0.344703,0.457089,0.247251,0.578428,0.257496,0.634086,0.486499,0.401761,0.418253,0.404128,0.631671,0.194369,0.63342,0.612039,0.162787,0.537696,0.401899,0.253209,1
0.260826,0.821484,0.305106,0.412668,0.364229,0.626784,0.631498,0.44503,0.420248,0.35183,0.571984,0.27626,0.64727,0.475025,0.374027,0.351041,0.392535,0.672506,0.156041,0.536685,0.633157,0.139387,0.607829,0.415212,0.275486,0
0.738869,0.92822,0.347443,0.596673,0.383535,0.642106,0.44618,0.44256,0.441134,0.255531,0.617752,0.270884,0.623898,0.491668,0.371481,0.410093,0.372562,0.657688,0.14682,0.586845,0.62019,0.13919,0.619161,0.409458,0.296039,0
0.230993,0.866841,0.545365,0.571501,0.261094,0.394304,0.442127,0.287202,0.280479,0.446973,0.746094,0.371557,0.70489,0.464345,0.482585,0.374841,0.334665,0.684719,0.139155,0.568748,0.608768,0.131328,0.558875,0.456653,0.292454,1
0.541571,0.931595,0.486909,0.528946,0.413141,0.413534,0.634824,0.398621,0.338815,0.352501,0.583945,0.317534,0.684566,0.471609,0.398709,0.347139,0.359984,0.688399,0.143938,0.509974,0.586619,0.147251,0.579441,0.405529,0.257296,0
0.270832,0.808857,0.357607,0.384851,0.364966,0.656421,0.577996,0.439711,0.518286,0.286191,0.646359,0.299924,0.655548,0.536332,0.430938,0.383665,0.334295,0.694996,0.170336,0.575192,0.654981,0.110043,0.571714,0.431714,0.281043,1
0.680795,0.523319,0.252163,0.28735,0.731007,0.355086,0.578258,0.195194,0.425536,0.281416,0.462114,0.545335,0.442607,0.727879,0.394016,0.217351,0.639527,0.654291,0.053485,0.730999,0.84382,0.21402,0.462957,0.435888,0.447813,0
0.272047,0.773297,0.312125,0.318787,0.349469,0.639741,0.593386,0.44089,0.440457,0.327601,0.571394,0.301604,0.665569,0.483192,0.425799,0.471189,0.337526,0.654136,0.144153,0.530645,0.664152,0.148027,0.635665,0.42626,0.326494,0
0.558168,0.85353,0.477974,0.267229,0.419546,0.607008,0.673218,0.513979,0.390643,0.399166,0.680504,0.24247,0.625882,0.471076,0.374169,0.345428,0.420687,0.653298,0.153634,0.539101,0.601019,0.134498,0.643336,0.401135,0.29639,0
0.725594,0.904265,0.275406,0.549715,0.345321,0.608987,0.496401,0.454715,0.487898,0.421612,0.572567,0.277425,0.640528,0.51815,0.383874,0.400196,0.357073,0.669301,0.145723,0.597743,0.675402,0.129106,0.617407,0.392648,0.258753,0
0.693037,0.793209,0.586619,0.223198,0.371885,0.601251,0.446909,0.441893,0.463553,0.239159,0.719983,0.352999,0.687546,0.528259,0.359233,0.453242,0.393503,0.700521,0.171203,0.543629,0.696806,0.09149,0.530728,0.406372,0.231965,0
0.470867,0.891071,0.536819,0.310784,0.479333,0.602513,0.795784,0.444107,0.390594,0.329373,0.523866,0.315956,0.667265,0.449068,0.417409,0.403037,0.302298,0.653199,0.15345,0.69527,0.603148,0.10272,0.591137,0.376649,0.325741,0
0.687495,0.652037,0.386744,0.449457,0.689669,0.483232,0.491226,0.22451,0.493643,0.253357,0.530401,0.223248,0.721422,0.559149,0.424033,0.455296,0.432887,0.708026,0.145832,0.566748,0.67632,0.11208,0.56598,0.426604,0.244104,0
0.609653,0.921605,0.439824,0.56089,0.463138,0.614086,0.65473,0.316171,0.444538,0.231752,0.538839,0.270548,0.661546,0.514039,0.391597,0.413704,0.383996,0.677358,0.149341,0.5653,0.645789,0.123257,0.571594,0.409525,0.277386,0
0.825606,0.885823,0.262571,0.509696,0.341942,0.586354,0.405683,0.510695,0.462937,0.292489,0.643862,0.332405,0.675295,0.41776,0.352668,0.402224,0.370314,0.672039,0.161974,0.572731,0.632524,0.1216,0.602956,0.417611,0.307047,0
0.883557,0.3946,0.175727,0.457895,0.452068,0.445397,0.310605,0.252004,0.73112,0.355613,0.541551,0.306733,0.350836,0.471352,0.545265,0.458166,0.316193,0.610902,0.17958,0.317677,0.405359,0.01443,0.752017,0.377248,0.090341,0
0.709359,0.885698,0.23921,0.538914,0.353183,0.56237,0.528715,0.4693,0.481475,0.307719,0.647086,0.320689,0.672609,0.421187,0.359089,0.403571,0.379787,0.669091,0.157258,0.577004,0.634858,0.121483,0.592807,0.41582,0.309101,0
0.250036,0.810404,0.355078,0.373145,0.359183,0.640627,0.570862,0.46206,0.384612,0.31394,0.572757,0.2944,0.648019,0.486016,0.358954,0.359301,0.377957,0.680316,0.163587,0.534078,0.635434,0.133977,0.616941,0.415044,0.264197,0
0.142725,0.85475,0.507597,0.499672,0.40535,0.54411,0.602135,0.471263,0.671685,0.381119,0.684245,0.383972,0.654726,0.448482,0.387895,0.412597,0.39344,0.689511,0.149787,0.579415,0.672986,0.148273,0.647655,0.403697,0.270962,1
0.228571,0.839789,0.430203,0.475202,0.398537,0.674009,0.629038,0.380158,0.562768,0.355118,0.597634,0.321266,0.662576,0.457171,0.384248,0.417786,0.426074,0.664861,0.141091,0.596251,0.652686,0.126931,0.576109,0.415572,0.278085,1
0.64737,0.913932,0.327365,0.506168,0.452816,0.59946,0.700872,0.413772,0.538295,0.28462,0.593017,0.29937,0.668233,0.519934,0.43864,0.376773,0.325492,0.696472,0.16457,0.564124,0.648895,0.118811,0.561072,0.43604,0.284916,0
0.215726,0.844871,0.488326,0.474542,0.292795,0.478531,0.515696,0.403533,0.345287,0.356124,0.632133,0.335811,0.659784,0.458099,0.424622,0.402886,0.303039,0.66246,0.145618,0.688134,0.587526,0.11331,0.546543,0.37233,0.308123,0
0.767186,0.91948,0.33134,0.592272,0.368334,0.63853,0.418828,0.4209,0.440852,0.251619,0.62314,0.270763,0.632998,0.507555,0.370778,0.411276,0.378289,0.66228,0.148036,0.576116,0.633263,0.131647,0.606597,0.40178,0.287705,0
0.580928,0.931026,0.456682,0.565792,0.478972,0.618269,0.68184,0.34002,0.443916,0.235262,0.533211,0.270997,0.651634,0.496987,0.391921,0.41248,0.377592,0.672545,0.148227,0.57672,0.631732,0.131298,0.585393,0.417836,0.286229,0
0.399085,0.521978,0.307031,0.312791,0.54484,0.481082,0.385097,0.344838,0.506847,0.363768,0.615601,0.292207,0.56919,0.338219,0.330423,0.403319,0.236284,0.719448,0.158426,0.60638,0.626195,0.131202,0.440592,0.411361,0.345343,0
0.682151,0.953793,0.635683,0.596132,0.423569,0.516418,0.496513,0.405052,0.466889,0.416348,0.4673,0.284915,0.652665,0.471343,0.389921,0.396745,0.362567,0.679823,0.171852,0.586601,0.804936,0.122131,0.69148,0.427618,0.26862,0
0.276314,0.785327,0.306506,0.38467,0.351718,0.659612,0.605447,0.366282,0.503946,0.32674,0.589802,0.28753,0.667698,0.505541,0.427508,0.468445,0.371231,0.666883,0.125189,0.505921,0.671987,0.134688,0.630753,0.419384,0.335177,0
0.509092,0.931324,0.6602,0.389513,0.523385,0.334644,0.598521,0.690386,0.490842,0.217935,0.449851,0.218661,0.693452,0.499086,0.419715,0.408122,0.381817,0.640815,0.125354,0.588978,0.621356,0.109576,0.611153,0.435899,0.298156,0
0.238,0.795135,0.356069,0.35527,0.325173,0.624103,0.603555,0.421317,0.415955,0.315883,0.562762,0.318705,0.656766,0.481217,0.401138,0.41651,0.313586,0.663201,0.157737,0.692324,0.646958,0.100105,0.554947,0.374237,0.305489,1
